Del_lines,Added_lines,ADEV,COMM,MaxNesting_Mean,CountClassCoupled,CountInput_Mean,CountOutput_Mean,MaxInheritanceTree,CountLineBlank,OWN_COMMIT,CountPath_Mean,CountStmt,CountDeclMethodPrivate,CountLineCodeDecl,PercentLackOfCohesion,CountStmtExe,CountLineComment,CountLineCode,OWN_LINE
0.0,0.0,0.0,0.0,0.4716435185185187,0.75,-0.044836323097191634,0.4114490161001768,1.0,0.23529411764705882,0.0,0.17350427350427,0.5248868778280543,0.0,0.6292134831460674,0.7945205479452054,0.4375,-0.21739130434782608,0.5791245791245792,-0.411359445412515
0.0,0.0,0.0,0.0,-0.46585648148148123,0.75,-0.0485726833552916,-0.18087855297157684,0.5,0.058823529411764705,0.0,-0.21111111111110992,0.01809954751131222,0.0,0.0449438202247191,0.0,0.0,-0.13043478260869565,0.0,-0.398820761505848
0.0,0.0,0.0,0.0,-0.21585648148148123,0.5,0.22898550724638,-0.49833887043189307,0.5,-0.23529411764705882,0.0,-0.21111111111110992,-0.07239819004524888,0.0,-0.0449438202247191,0.3287671232876712,-0.09375,0.0,-0.09427609427609428,-0.3884315662688942
0.0,0.0,0.0,0.0,0.2841435185185187,-0.25,0.0,-0.5426356589147303,0.0,-0.47058823529411764,0.0,0.12222222222222001,-0.25339366515837103,0.0,-0.3146067415730337,-0.4520547945205479,-0.21875,-0.13043478260869565,-0.26936026936026936,0.15760520665005973
0.0,0.0,0.0,0.0,-0.46585648148148123,-0.25,-0.145718050065875,-0.23255813953488372,0.0,-0.29411764705882354,0.0,-0.21111111111110992,-0.27149321266968324,0.0,-0.3146067415730337,-0.4520547945205479,-0.25,0.34782608695652173,-0.30976430976430974,-1.2289762677039273
0.75,0.10714285714285714,0.5,0.5,0.4508101851851849,-0.5,1.3338806121414888,0.33989266547406044,-0.5,0.9411764705882353,1.1428571428571428,1.9427350427350403,1.2669683257918551,1.0,0.8539325842696629,0.2328767123287671,1.625,5.521739130434782,1.1178451178451179,-0.4251561633855653
2.25,0.5714285714285714,1.5,1.5,-0.46585648148148123,0.0,-0.8451646903820822,-0.8837209302325582,0.5,-0.29411764705882354,0.7619047619047622,-0.21111111111110992,-0.23529411764705882,0.0,-0.1797752808988764,0.9178082191780822,-0.28125,-0.08695652173913043,-0.24242424242424243,-0.9880365485159264
70.75,10.107142857142858,2.0,2.0,1.4091435185185186,2.0,0.2516948137501522,1.0782241014799163,0.5,0.23529411764705882,0.8571428571428571,0.87979797979798,0.995475113122172,1.0,0.9438202247191011,0.5753424657534246,0.90625,0.0,0.8484848484848485,0.40114727173957687
12.0,2.25,3.0,3.0,1.0619212962962938,1.25,0.10408432147562685,1.0299003322259117,0.0,0.058823529411764705,1.1428571428571428,1.0746031746031801,0.48868778280542985,2.0,0.5393258426966292,0.5205479452054794,0.40625,1.173913043478261,0.4175084175084175,-0.48466832214804145
0.25,2.142857142857143,1.0,1.0,-0.09085648148148127,0.75,0.10408432147562685,0.03322259136212551,2.0,-0.23529411764705882,1.1428571428571428,0.07460317460318011,0.07239819004524888,0.0,0.0449438202247191,0.5753424657534246,0.0,-0.7391304347826086,0.08080808080808081,0.40114727173957687
