COMM,RatioCommentToCode,Added_lines,OWN_LINE,CountLineCodeDecl,ADEV,CountClassCoupled,CountLine,CountSemicolon,DDEV,CountOutput_Max,Del_lines,CountLineCodeExe,CountStmtDecl,CountLineCode,CountLineComment,CountStmt,CountOutput_Mean,CountLineBlank,CountStmtExe
5.0,-0.19148936170212771,4.064436183395292,-0.674468869748626,2.0,5.0,2.0,3.037593984962406,2.25,4.0,1.6666666666666667,77.66666666666667,2.423076923076923,1.625,2.375,3.9210526315789473,2.1176470588235294,0.6473829201101909,2.25,2.5555555555555554
2.0,-0.34751773049645396,-0.06939281288723669,-0.298554466759886,0.0625,2.0,0.5,-0.15037593984962405,0.3333333333333333,1.0,1.5,1.3333333333333333,0.3076923076923077,0.0625,0.05357142857142857,-0.23684210526315788,0.17647058823529413,4.696969696969696,-0.25,0.2777777777777778
1.0,-0.7872340425531915,4.366790582403965,-0.581247498553105,2.25,1.0,1.0,4.340852130325815,4.791666666666667,0.0,2.1666666666666665,1.0,7.5,2.25,6.107142857142857,2.1315789473684212,4.911764705882353,1.7630853994490367,1.3333333333333333,7.277777777777778
0.0,-0.5390070921985816,-0.07930607187112763,-0.4726691562544178,0.625,0.0,0.25,-0.13032581453634084,0.125,0.0,0.5,0.0,0.38461538461538464,0.0625,0.14285714285714285,-0.3684210526315789,0.029411764705882353,1.0606060606060592,-0.08333333333333333,0.0
0.0,5.773049645390072,0.02973977695167286,-0.1773918915322741,-0.375,0.0,-0.25,-0.03007518796992481,-0.3333333333333333,0.0,-0.5,0.0,-0.34615384615384615,-0.375,-0.375,0.7631578947368421,-0.35294117647058826,-0.7575757575757592,-0.4166666666666667,-0.3333333333333333
0.0,-0.16312056737588654,-0.24783147459727387,-0.20404765808234826,-0.3125,0.0,-0.25,-0.3007518796992481,-0.16666666666666666,0.0,-0.16666666666666666,0.0,-0.07692307692307693,-0.1875,-0.14285714285714285,-0.3684210526315789,-0.17647058823529413,-0.3030303030303046,-0.16666666666666666,-0.16666666666666666
3.0,-0.6099290780141845,0.6840148698884758,-0.6396441811770595,0.8125,3.0,2.5,0.6215538847117794,1.3333333333333333,3.0,4.0,1.3333333333333333,1.1153846153846154,1.0,0.875,0.15789473684210525,1.0294117647058822,3.484848484848469,1.0833333333333333,1.0555555555555556
1.0,-0.2695035460992908,0.14374225526641884,0.2639070525815025,0.0625,1.0,0.5,0.09022556390977443,0.125,0.0,0.5,0.3333333333333333,0.23076923076923078,0.0625,0.16071428571428573,0.02631578947368421,0.11764705882352941,0.4545454545454546,0.4166666666666667,0.16666666666666666
-1.0,1.290780141843972,-0.5650557620817844,-1.0450926255841906,-0.5625,-1.0,-0.25,-0.45112781954887216,-0.4166666666666667,-1.0,0.0,0.0,-0.2692307692307692,-0.5625,-0.35714285714285715,-0.3157894736842105,-0.38235294117647056,0.6060606060606046,-0.5833333333333334,-0.2222222222222222
1.0,-0.33333333333333337,-0.16356877323420074,0.19027385398600208,0.25,1.0,-0.25,-0.22055137844611528,0.25,1.0,0.3333333333333333,0.3333333333333333,0.19230769230769232,0.25,-0.05357142857142857,-0.3684210526315789,0.08823529411764706,1.5151515151515138,0.08333333333333333,-0.05555555555555555
1.0,-0.673758865248227,0.26765799256505574,0.45147636324594803,-0.1875,1.0,-0.25,0.21052631578947367,1.375,1.0,0.16666666666666666,0.6666666666666666,1.3461538461538463,-0.1875,0.5357142857142857,-0.2631578947368421,0.9411764705882353,0.7575757575757548,0.5833333333333334,1.9444444444444444
-1.0,0.8156028368794329,-0.5105328376703842,-0.1446038808157568,-0.375,-1.0,-0.25,-0.3308270676691729,-0.4166666666666667,-1.0,-0.5,0.0,-0.34615384615384615,-0.375,-0.2857142857142857,-0.18421052631578946,-0.35294117647058826,-0.7575757575757592,-0.3333333333333333,-0.3333333333333333
0.0,-0.3758865248226951,0.1090458488228005,-0.32946148994658236,0.5,0.0,1.0,0.05012531328320802,0.2916666666666667,0.0,0.3333333333333333,0.0,0.23076923076923078,0.4375,0.21428571428571427,-0.05263157894736842,0.23529411764705882,0.03787878787878633,0.16666666666666666,0.05555555555555555
0.0,0.4397163120567376,-0.03965303593556382,0.3441084707700274,-0.25,0.0,-0.5,-0.10025062656641603,-0.25,0.0,-0.3333333333333333,0.0,-0.19230769230769232,-0.25,-0.125,0.13157894736842105,-0.17647058823529413,-0.6439393939393956,-0.16666666666666666,-0.1111111111111111
0.0,-0.21985815602836872,0.44609665427509293,0.6785081125365385,0.25,0.0,-0.25,0.40100250626566414,0.0,0.0,-0.16666666666666666,0.0,0.0,0.25,0.375,0.4473684210526316,0.20588235294117646,-0.7162534435261729,0.6666666666666666,0.16666666666666666
2.0,2.1276595744680855,0.13382899628252787,-0.21287121043572926,-0.3125,2.0,-0.5,0.010025062656641603,-0.3333333333333333,2.0,-0.5,5.0,-0.3076923076923077,-0.3125,-0.25,0.631578947368421,-0.29411764705882354,-0.7575757575757592,-0.25,-0.2777777777777778
