Added_lines,COMM,Del_lines,ADEV,CountInput_Mean,OWN_COMMIT,MAJOR_COMMIT,CountClassCoupled,MaxNesting_Mean,DDEV,CountPath_Mean,CountOutput_Mean,CountPath_Max,CountStmtExe,AvgLineCode,MaxNesting_Max,AvgLineComment,CountInput_Max,AvgLine,CountDeclMethodPrivate
-0.22321428571428573,-0.4,0.6190476190476191,-0.4,-1.3462752987165842,0.0314952376512138,-0.5,-0.2857142857142857,-0.33612828710173526,-0.5,0.18465880094982517,-0.3336520041729614,-0.16666666666666666,-0.2553191489361702,-0.2,-0.5,0.0,-0.5454545454545454,-0.125,0.0
-0.22321428571428573,-0.4,-0.07936507936507936,-0.4,-0.5961615809088826,-0.6317471283479281,-0.5,0.14285714285714285,0.09825288392204462,-0.5,0.016378279853261908,-0.19341731522202335,0.16666666666666666,0.48632218844984804,-0.2,1.0,0.0,0.0,-0.125,0.0
21.0625,-0.2,-0.031746031746031744,-0.2,0.0957711715606157,0.3639735338622297,0.0,0.14285714285714285,-0.15343834700888537,0.0,1060755.9522299082,-0.31044553587336904,80001535.58333333,15.404255319148936,-0.2,0.5,0.0,-0.09090909090909091,-0.25,131.5
1.7053571428571428,2.0,1.4761904761904763,2.0,0.3326931871870428,0.05843308143948605,1.0,0.7142857142857143,0.15330147525717794,1.0,7668.1332586709605,0.5094465460190942,35306.333333333336,2.066869300911854,0.6,0.5,0.0,0.36363636363636365,0.5,5.5
0.4017857142857143,1.0,1.7936507936507937,1.0,0.697234275030702,0.1543110268236426,0.5,0.7142857142857143,0.47721065262395057,0.5,300.91933261749165,0.10504626787011655,727.9166666666666,1.6656534954407294,0.8,1.0,1.0,0.6363636363636364,0.75,2.5
3.0625,1.6,2.619047619047619,1.6,0.6126800267281853,0.07394274907515846,1.0,0.8571428571428571,0.5813567650005447,1.0,0.5901221037494158,0.6050831897747507,1.0,2.5288753799392096,0.8,2.0,0.0,1.3636363636363635,0.625,4.0
-0.22321428571428573,-0.4,-0.047619047619047616,-0.4,-0.2583823335853419,-0.34371044368544373,-0.5,-0.42857142857142855,-0.5330720242995068,-0.5,-0.35136860694127253,-0.6971323728676561,-0.25,-0.1945288753799392,-0.6,-0.5,0.0,-0.18181818181818182,-0.5,0.0
-0.03869047619047619,0.2,0.42857142857142855,0.2,0.4067015317467148,-0.109892429077074,0.0,2.4285714285714284,0.19051876150937477,0.0,0.8774368346382341,0.2677554808509147,2.25,2.8328267477203646,0.4,1.5,1.0,3.4545454545454546,0.375,2.0
-0.22321428571428573,-0.4,-0.07936507936507936,-0.4,-0.9536650766815069,-0.4990986551480999,-0.5,-0.42857142857142855,-0.6703358411343177,-0.5,-0.4116107619907447,-0.833892163266614,-0.25,-0.2796352583586626,-0.8,-0.5,0.0,-0.45454545454545453,-0.625,0.0
-0.22321428571428573,-0.4,-0.07936507936507936,-0.4,1.6272644157130187,-0.6317471283479281,-0.5,-0.5714285714285714,-0.24882223850388122,-0.5,-0.26055580604580025,-0.7104019147874276,-0.16666666666666666,-0.1337386018237082,-0.4,0.0,4.0,2.5454545454545454,0.125,0.0
