OWN_LINE,CountLine,CountStmt,CountLineComment,CountStmtExe,CountSemicolon,CountPath_Mean,CountLineCodeExe,CountLineCode,MaxNesting_Mean,CountLineBlank,OWN_COMMIT,RatioCommentToCode,CountOutput_Mean,SumCyclomatic,CountLineCodeDecl,SumCyclomaticModified,CountPath_Max,CountStmtDecl,CountClassCoupled
0.867291844273941,3519,2067,527,1506,1796,60.1688311688312,2159,2623,1.74683544303797,391,1.0,0.2,12.6883116883117,294,618,294,2306,561,20
0.768028846153846,832,243,288,119,151,1.46666666666667,125,408,0.194805194805195,137,0.0,0.71,2.08,90,130,90,27,124,33
0.944303797468354,790,242,357,121,166,1.54545454545455,170,369,0.418181818181818,66,0.0,0.97,3.15909090909091,67,147,67,10,121,17
0.653631284916201,537,144,194,86,105,1330.69230769231,156,265,1.33333333333333,81,1.0,0.73,7.30769230769231,41,75,38,17280,58,22
0.5,576,270,174,184,217,4.83333333333333,266,354,1.36363636363636,52,0.0,0.49,5.05555555555556,55,83,52,30,86,8
0.54786150712831,491,176,197,92,128,2.38461538461538,125,271,0.821428571428571,52,1.0,0.73,3.80769230769231,48,90,48,18,84,12
0.695804195804196,286,92,109,52,60,2.375,86,147,0.6,30,0.0,0.74,2.5625,33,38,33,6,40,1
0.682605111294312,1213,396,397,293,285,11.5,387,669,1.43333333333333,148,1.0,0.59,7.60714285714286,115,125,112,84,103,19
0.966292134831461,178,50,50,26,34,2.375,41,92,1.0,36,0.0,0.54,2.875,19,25,15,5,24,7
0.464253393665158,1105,202,649,123,146,4.41666666666667,191,364,0.923076923076923,105,0.0,1.78,5.45833333333333,57,110,57,36,79,32
0.973660308810173,1101,393,295,263,285,1732.58823529412,368,687,2.63157894736842,131,1.0,0.43,11.0588235294118,106,150,106,28842,130,43
0.949367088607595,237,77,67,33,56,1.42857142857143,46,118,1.0,54,0.0,0.57,2.07142857142857,20,45,20,3,44,11
0.688141592920354,2825,884,665,567,607,62.6875,910,1769,1.17647058823529,423,0.0,0.38,4.9625,281,437,268,2304,317,70
